Date,Type,Registration,Operator,Fatalities,Location,Cat
24-FEB-2015,Cessna 208B Super Cargomaster,N989FX,24-FEB-2015,0,Baltimore/Wa...,A2
26-FEB-2015,Boeing 757-28A (PCF),C-GIAJ,26-FEB-2015,0,St. John's A...,A2
01-MAR-2015,Canadair Challenger 601-3A,N600NP,01-MAR-2015,0,Marco Island...,A1
04-MAR-2015,Airbus A330-303,TC-JOC,04-MAR-2015,0,Kathmandu-Tr...,A1
04-MAR-2015,BAe ATP-F (LFD),PK-DGB,04-MAR-2015,0,Wamena Airpo...,A1
05-MAR-2015,MD-88,N909DL,05-MAR-2015,0,New York-La ...,A1
05-MAR-2015,Let L-410UVP-E20,E7-WDT,05-MAR-2015,0,Ancona-Falco...,A1
08-MAR-2015,DHC-8-402Q Dash 8,VT-SUA,08-MAR-2015,0,Hubli Airpor...,A1
10-MAR-2015,Cessna 208B Super Cargomaster,N12155,10-MAR-2015,0,Muskegon Air...,A2
12-MAR-2015,Raytheon 390 Premier I,G-OOMC,12-MAR-2015,0,Blackpool Ai...,A1
13-MAR-2015,Gulfstream G-IV,JA001G,13-MAR-2015,0,near Niigata Airp...,A2
14-MAR-2015,Airbus A330-343,9M-MTA,14-MAR-2015,0,Melbourne-Tu...,A2
19-MAR-2015,Boeing 747SP-27,7O-YMN,19-MAR-2015,0,Aden Interna...,O1
24-MAR-2015,Airbus A320-211,D-AIPX,24-MAR-2015,150,Prads-Haute-...,C1
24-MAR-2015,Dornier 228-201,IN240,24-MAR-2015,2,"near Goa, India",A1
24-MAR-2015,Cessna 208B Supervan 900,N106BZ,24-MAR-2015,0,"Verdigris, OK",A1
26-MAR-2015,Antonov An-2R,UR-62681,26-MAR-2015,2,"Promin, Luts...",A1
26-MAR-2015,CASA CN-235M-300,2211,26-MAR-2015,0,Sana'a-Al Da...,C1
26-MAR-2015,Beech 300 Super King Air,,26-MAR-2015,0,Sana'a-Al Da...,C1
29-MAR-2015,Airbus A320-211,C-FTJP,29-MAR-2015,0,Halifax-Stan...,A1
31-MAR-2015,Antonov An-2T,RF-00388,31-MAR-2015,0,Makhachkala ...,O1
??-MAR-2015,Ilyushin Il-76TD,7O-ADO,??-MAR-2015,0,Sana'a Inter...,C1
01-APR-2015,Boeing 737-8AS (WL),EI-DWE,01-APR-2015,0,Dublin Airpo...,A2
01-APR-2015,Boeing 737-8AS (WL),EI-DYA,01-APR-2015,0,Dublin Airpo...,A2
03-APR-2015,Beech 300 King Air 350ER,N5018S,03-APR-2015,0,Wichita-Colo...,O1
03-APR-2015,Beech 300 King Air 350ER,N5019Q,03-APR-2015,0,Wichita-Colo...,O1
03-APR-2015,Beech 300 King Air 350ER,N5027X,03-APR-2015,0,Wichita-Colo...,O1
03-APR-2015,Beech 300 King Air 350ER,N957ER,03-APR-2015,0,Wichita-Colo...,O1
03-APR-2015,Beech 300 King Air 350ER,N958ER,03-APR-2015,0,Wichita-Colo...,O1
03-APR-2015,Beech 300 King Air 350ER,N275BT,03-APR-2015,0,Wichita-Colo...,O1
03-APR-2015,Antonov An-74-200,RA-74056,03-APR-2015,0,Barneo Camp ...,A1
10-APR-2015,Gulfstream G-IV,N450KK,10-APR-2015,0,near Caribbean Sea,A2
13-APR-2015,Swearingen SA226-TC Metro II,C-GSKC,13-APR-2015,2,near North Vancou...,A1
13-APR-2015,Boeing 737-85R,VT-JGA,13-APR-2015,0,Khajuraho Ai...,A2
13-APR-2015,Lockheed NC-130F Hercules,148897,13-APR-2015,0,Port Hueneme...,A1
14-APR-2015,Airbus A320-232,HL7762,14-APR-2015,0,Hiroshima In...,A1
16-APR-2015,Swearingen SA227-AC Metro III,N2691W,16-APR-2015,0,near Rifle-Garfie...,A2
21-APR-2015,Lockheed AC-130J Ghostrider,09-5710,21-APR-2015,0,near Valparaiso-E...,A1
25-APR-2015,Airbus A320-232,TC-JPE,25-APR-2015,0,Istanbul-Ata...,A1
25-APR-2015,Beech 200 Super King Air,YV2803,25-APR-2015,0,Maracaibo-La...,A1
25-APR-2015,Dassault Falcon 20D,G-FRAK,25-APR-2015,0,near Portland Bill,A2
28-APR-2015,Canadair CRJ-702ER,7O-FAA,28-APR-2015,0,Sana'a Inter...,C1
28-APR-2015,ShinMaywa US-2,9905,28-APR-2015,0,near Ashizuri Cap...,A2
30-APR-2015,Boeing RC-135V Rivet Joint,64-14848,30-APR-2015,0,Bellevue-Off...,A2
02-MAY-2015,Boeing 737-330,D-ABEK,02-MAY-2015,0,Katowice-Pyr...,A2
04-MAY-2015,Ilyushin Il-76TD,7O-ADG,04-MAY-2015,0,Sana'a Inter...,C1
09-MAY-2015,Airbus A400M Atlas,EC-403,09-MAY-2015,4,near Sevilla Airp...,A1
09-MAY-2015,BAe-146-300,5A-DKQ,09-MAY-2015,0,Dahra Oilfield,O1
10-MAY-2015,Xian MA60,B-3476,10-MAY-2015,0,Fuzhou Chang...,A1
10-MAY-2015,Antonov An-2,RF-01159,10-MAY-2015,0,Azov distric...,A1
16-MAY-2015,Antonov An-2R,LY-AET,16-MAY-2015,2,"near Klaipeda, Li...",A1
16-MAY-2015,Beech B200 King Air,N505SP,16-MAY-2015,0,Carlsbad-McC...,A2
18-MAY-2015,Antonov An-2R,RA-56528,18-MAY-2015,0,"Sanamer, Sta...",A1
19-MAY-2015,Cessna 208B Caravan I,5Y-NKV,19-MAY-2015,0,Mandeng Airs...,A1
20-MAY-2015,BAe-125-700A,(N917TF),20-MAY-2015,4,near Puerto Colombia,C1
30-MAY-2015,DHC-8-315Q MPA,JA727B,30-MAY-2015,0,Sendai Airpo...,A2
02-JUN-2015,Swearingen SA226-TC Metro II,XA-UKP,02-JUN-2015,5,near Querétaro Ai...,A1
04-JUN-2015,DHC-3T Texas Turbine Otter,N3125N,04-JUN-2015,0,"near Skwentna, AK",A2
08-JUN-2015,Dornier 228,CG-791,08-JUN-2015,3,near Pichavaram,A1
10-JUN-2015,Cessna 525A CitationJet CJ2+,JA021R,10-JUN-2015,0,Konan Airpor...,A2
11-JUN-2015,DHC-6 Twin Otter 300,8Q-TMG,11-JUN-2015,0,Male Interna...,A2
11-JUN-2015,DHC-6 Twin Otter 300,8Q-MAP,11-JUN-2015,0,Male Interna...,A2
11-JUN-2015,Eclipse 500,N508JA,11-JUN-2015,0,Sacramento-E...,A2
11-JUN-2015,Hawker 800XP,N497AG,11-JUN-2015,0,Port Harcour...,A1
12-JUN-2015,Boeing 737-33A,VH-NLK,12-JUN-2015,0,near Kosrae Airpo...,I2
15-JUN-2015,Antonov An-2R,RA-84553,15-JUN-2015,0,Tatsinsky di...,A1
16-JUN-2015,Boeing 737-322 (WL),LY-FLB,16-JUN-2015,0,Aktau Airpor...,O1
17-JUN-2015,Boeing 747-451,N664US,17-JUN-2015,0,over China,A1
19-JUN-2015,Antonov An-2R,RA-40646,19-JUN-2015,0,"near Kezhma, Kezh...",A1
22-JUN-2015,Learjet 35A,N640BA,22-JUN-2015,0,Grosse Ile M...,A2
25-JUN-2015,DHC-3T Vazar Turbine Otter,N270PA,25-JUN-2015,9,"near Ella Lake, M...",A1
25-JUN-2015,Antonov An-2,HL1090,25-JUN-2015,0,"Okcheon, Nor...",A2
29-JUN-2015,Shorts 360-300,N221LM,29-JUN-2015,0,Kapolei-Kala...,A2
30-JUN-2015,Lockheed C-130B Hercules,A-1310,30-JUN-2015,122+ 17,near Medan-Soewon...,A1
30-JUN-2015,Beech C99,N6199D,30-JUN-2015,0,Salt Lake Ci...,A1
02-JUL-2015,DHC-6 Twin Otter 300,8Q-MAN,02-JUL-2015,0,near Kuredu Islan...,A2
03-JUL-2015,Consolidated PBY-6A Catalina,N85U,03-JUL-2015,0,near Orange Beach...,O1
07-JUL-2015,Cessna 208B Grand Caravan,DU-SD1,07-JUL-2015,0,near Dubai-Skydiv...,A1
07-JUL-2015,Lockheed C-130H Hercules,79-0478,07-JUL-2015,0,Baghdad Inte...,A1
14-JUL-2015,Fokker 50,9Q-CJB,14-JUL-2015,0,Goma Airport...,A2
17-JUL-2015,Antonov An-12BK,RF-94291,17-JUL-2015,0,Chelyabinsk ...,A2
17-JUL-2015,Canadair CL-215,1070,17-JUL-2015,0,"near Faraklo, Lac...",A2
17-JUL-2015,Cessna 208B Grand Caravan,SP-WAW,17-JUL-2015,0,Ladowisko Ch...,A2
19-JUL-2015,Airbus A321-231,G-EUXF,19-JUL-2015,0,Glasgow Inte...,A2
19-JUL-2015,Learjet 35A,YV543T,19-JUL-2015,0,Panama City-...,A1
22-JUL-2015,Canadair Challenger 601-3A,N613PJ,22-JUL-2015,0,West Palm Be...,A2
23-JUL-2015,IAI 1125 Astra,N765A,23-JUL-2015,0,Baltimore/Wa...,A2
23-JUL-2015,Cessna 208 Caravan I,PR-PAZ,23-JUL-2015,0,near Manaus-Eduar...,A1
24-JUL-2015,ATR 72-212,XY-AIH,24-JUL-2015,0,Yangon-Minga...,A1
27-JUL-2015,Embraer C-95BM Bandeirante (EMB-110,2326,27-JUL-2015,0,Lagoa Santa ...,A2
31-JUL-2015,Embraer Phenom 300,HZ-IBN,31-JUL-2015,4,Blackbushe A...,A1
31-JUL-2015,Embraer EMB-120ER Brasilia,VQ-BBX,31-JUL-2015,0,Moskva-Domod...,A1
31-JUL-2015,CASA CN-235M-200,FAC-1261,31-JUL-2015,11,near Codazzi,A1
01-AUG-2015,Antonov An-2R,YR-PEG,01-AUG-2015,1,Stancuta,A1
02-AUG-2015,Cessna 208B Grand Caravan EX,N942AC,02-AUG-2015,0,Chicago-O'Ha...,A2
05-AUG-2015,Cessna 560XL Citation XLS,N560JF,05-AUG-2015,0,Spanish Fork...,A2
11-AUG-2015,Boeing 737-73V (WL),N561WN,11-AUG-2015,0,Orlando Inte...,O2
11-AUG-2015,Beech B200 King Air,N531SW,11-AUG-2015,0,Chandler Mun...,O1
12-AUG-2015,Cessna 208B Super Cargomaster,N924FE,12-AUG-2015,0,near Saba,A1
15-AUG-2015,Airbus A321-231,N564UW,15-AUG-2015,0,Charlotte-Do...,A2
16-AUG-2015,ATR 42-300,PK-YRN,16-AUG-2015,54,near Oksibil Airp...,A1
16-AUG-2015,Rockwell Sabreliner 60SC,N442RM,16-AUG-2015,4,near San Diego-Br...,A1
16-AUG-2015,Beech A100 King Air,C-FDOR,16-AUG-2015,0,Margaree Air...,A1
17-AUG-2015,Beech 99,N128SF,17-AUG-2015,0,Codrington A...,A2
20-AUG-2015,Let L-410MA,OM-SAB,20-AUG-2015,3,Cervený Kamen,A1
20-AUG-2015,Let L-410UVP,OM-ODQ,20-AUG-2015,4,Cervený Kamen,A1
21-AUG-2015,Eclipse 500,N120EA,21-AUG-2015,0,Danbury Airp...,A1
26-AUG-2015,Cessna S550 Citation S/II,YV3125,26-AUG-2015,0,Charallave-Ó...,A1
27-AUG-2015,Cessna 750 Citation X,XA-KYE,27-AUG-2015,0,Toluca Airpo...,A1
27-AUG-2015,Lockheed CP-140 Aurora,140103,27-AUG-2015,0,Greenwood Ca...,A2
28-AUG-2015,Viking Air DHC-6 Twin Otter 400,JA201D,28-AUG-2015,0,Aguni Airpor...,A2
28-AUG-2015,Boeing 737-3Q8 (BDSF),PK-BBY,28-AUG-2015,0,Wamena Airpo...,A1
28-AUG-2015,Dassault Falcon 2000,N187AA,28-AUG-2015,0,Las Vegas-Mc...,A2
29-AUG-2015,Dornier 228-212,NAF030,29-AUG-2015,7,Kaduna,A1
31-AUG-2015,Antonov An-30D,,31-AUG-2015,0,Keperveyem A...,A2
01-SEP-2015,Beech 300 Super King Air,N300PP,01-SEP-2015,0,Rotterdam/Th...,A1
01-SEP-2015,Swearingen SA227-DC Metro 23,VH-HPE,01-SEP-2015,0,Thangool Air...,A2
02-SEP-2015,Beech B200 King Air,VH-FDB,02-SEP-2015,0,Barcaldine A...,A2
03-SEP-2015,Cessna 550B Citation Bravo,OE-GLG,03-SEP-2015,0,Wien-Schwech...,A1
05-SEP-2015,BAe-125-700A,6V-AIM,05-SEP-2015,7,"near Dakar, Senegal",A1
05-SEP-2015,Boeing 737-8FB (WL),3C-LLY,05-SEP-2015,0,near Tambacounda,A2
06-SEP-2015,DHC-6 Twin Otter 200,N181CS,06-SEP-2015,0,Louisburg-No...,A1
06-SEP-2015,Antonov An-2TD,D-FWJK,06-SEP-2015,0,Merseburg Ai...,A2
08-SEP-2015,Boeing 777-236ER,G-VIIO,08-SEP-2015,0,Las Vegas-Mc...,A2
15-SEP-2015,DHC-3T Texas Turbine Otter,N928RK,15-SEP-2015,3,near Iliamna-East...,A1
15-SEP-2015,Boeing 777-3DZER,A7-BAC,15-SEP-2015,0,Miami Intern...,A2
16-SEP-2015,Antonov An-2R,RA-35141,16-SEP-2015,0,near Bratsk,A1
19-SEP-2015,Airbus A321-211,D-ABCK,19-SEP-2015,0,Düsseldorf I...,A2
21-SEP-2015,DHC-6 Twin Otter 300,8Q-TME,21-SEP-2015,0,Lhaviyani Ka...,O2
25-SEP-2015,Curtiss C-46A,C-GTXW,25-SEP-2015,0,Déline Airpo...,A1
25-SEP-2015,Cessna 550 Citation Bravo,VH-FGK,25-SEP-2015,0,Lismore Airp...,A1
27-SEP-2015,Cessna 550 Citation II,N622PG,27-SEP-2015,0,Sarasota-Bra...,A2
30-SEP-2015,DHC-8-402Q Dash 8,LX-LGH,30-SEP-2015,0,Saarbrücken-...,A1
02-OCT-2015,DHC-6 Twin Otter 200,DU-SD4,02-OCT-2015,0,Dubai-Palm D...,A1
02-OCT-2015,DHC-6 Twin Otter 300,PK-BRM,02-OCT-2015,10,Bajaja Mount...,A1
02-OCT-2015,Lockheed C-130J-30 Super Hercules,08-3174,02-OCT-2015,11+ 3,Jalalabad Ai...,A1
03-OCT-2015,Beech B200 Super King Air,G-BYCP,03-OCT-2015,2,"near Chigwell, Essex",A1
06-OCT-2015,BAe-146-300,9G-SBB,06-OCT-2015,0,Tamale Airpo...,A1
12-OCT-2015,Airbus A300B4-203F,SU-BMZ,12-OCT-2015,0,near Afgooye,A1
12-OCT-2015,Cessna 208B Grand Caravan,YA22382,12-OCT-2015,2,Bamyan Province,A1
14-OCT-2015,Cessna 208B Grand Caravan,PR-MIC,14-OCT-2015,3,near Yumbillo,A1
15-OCT-2015,Boeing 747-3B3,EP-MNE,15-OCT-2015,0,near Tehran-Mehra...,A1
19-OCT-2015,Learjet 35A,LV-ZSZ,19-OCT-2015,0,San Fernando...,A1
22-OCT-2015,Learjet 31A,XB-GYB,22-OCT-2015,4,near Apaseo el Alto,A1
22-OCT-2015,DHC-7-102,C-GGUL,22-OCT-2015,0,Eindhoven Ai...,A1
23-OCT-2015,Boeing 737-3K2,OB-2040-P,23-OCT-2015,0,Cuzco-Velazc...,A1
25-OCT-2015,Sukhoi Superjet 100-95B,XA-PBA,25-OCT-2015,0,Mexico City-...,O1
26-OCT-2015,Boeing 737-4L7,ZS-OAA,26-OCT-2015,0,Johannesburg...,A1
28-OCT-2015,Dornier 328 ?,,28-OCT-2015,,Afgoye District,A2
29-OCT-2015,Boeing 767-269ER,N251MY,29-OCT-2015,0,Fort Lauderd...,A1
29-OCT-2015,Bombardier Challenger 300,N334AF,29-OCT-2015,0,La Crosse Mu...,A2
31-OCT-2015,Airbus A321-231,EI-ETJ,31-OCT-2015,224,"near Hasna, North...",C1
??-OCT-2015,Hawker Siddeley HS-125-600A,N20FM,??-OCT-2015,0,near Las Mercedes...,C1
01-NOV-2015,Grumman G-159 Gulfstream I,9Q-CNP,01-NOV-2015,0,Kinshasa-N'D...,A2
02-NOV-2015,Fokker F-27 Friendship 400M,6W-STF,02-NOV-2015,0,near Koussané,A2
03-NOV-2015,Boeing 737-4H6,AP-BJO,03-NOV-2015,0,Lahore-Allam...,A1
04-NOV-2015,Antonov An-12BK,EY-406,04-NOV-2015,41,near Juba Airport...,A1
06-NOV-2015,Cessna 525 CitationJet,N525DY,06-NOV-2015,0,near Monroe Count...,A2
07-NOV-2015,Beech 300 Super King Air 350,NA-302,07-NOV-2015,0,Taichung-Chi...,A1
08-NOV-2015,Beech 99,N7994R,08-NOV-2015,0,Saint Lucia-...,A2
10-NOV-2015,Hawker Siddeley HS-780 Andover C.1,TL-AEW,10-NOV-2015,0,near Malakal Airp...,A1
10-NOV-2015,BAe-125-700A,N237WR,10-NOV-2015,9,near Akron-Fulton...,A1
10-NOV-2015,Cessna 650 Citation VII,PT-WQH,10-NOV-2015,4,"near Guarda-Mor, MG",A1
11-NOV-2015,Cessna 208B Grand Caravan,N617ST,11-NOV-2015,0,Grand Forks ...,A2
13-NOV-2015,Xian MA60,RDPL-34226,13-NOV-2015,0,Vientiane-Wa...,A2
16-NOV-2015,Learjet 60,XA-UQP,16-NOV-2015,0,Ixtapa/Zihua...,A2
22-NOV-2015,Boeing 737-3Y0,EX-37005,22-NOV-2015,0,Osh Airport ...,A1
26-NOV-2015,Boeing 737-322,XA-UNM,26-NOV-2015,0,Mexico City-...,A1
29-NOV-2015,Cessna 560XL Citation Excel,SE-RHJ,29-NOV-2015,0,near Farnborough ...,A2
01-DEC-2015,Gulfstream G200,VT-EHT,01-DEC-2015,0,Chennai Airp...,O1
02-DEC-2015,Airbus A321-211 (WL),D-AIAF,02-DEC-2015,0,Berlin-Schön...,A2
04-DEC-2015,DHC-8-402Q Dash 8,VT-SUC,04-DEC-2015,0,Jabalpur Air...,A1
04-DEC-2015,BAe-125-800SP,N164WC,04-DEC-2015,0,Palm Springs...,A1
07-DEC-2015,Eclipse 500,ZS-DKS,07-DEC-2015,1,"near Swellendam, ...",A1
10-DEC-2015,Raytheon 390 Premier I,N50VM,10-DEC-2015,0,Chicago-Exec...,A2
11-DEC-2015,Cessna 208B Grand Caravan,C-FKDL,11-DEC-2015,1,near Pickle Lake ...,A1
11-DEC-2015,Cessna 550 Citation II,M-AGGY,11-DEC-2015,0,Oyonnax-Arbe...,A1
15-DEC-2015,Boeing 737-3H4 (WL),N649SW,15-DEC-2015,0,Nashville In...,A1
15-DEC-2015,Embraer EMB-145MP (ERJ-145MP),G-CGWV,15-DEC-2015,0,Newcastle Ai...,A2
21-DEC-2015,Embraer ERJ-195,PK-KDC,21-DEC-2015,0,Kupang-El Ta...,A1
22-DEC-2015,Beech B200 Super King Air,VT-BSA,22-DEC-2015,10,Delhi-Indira...,A1
23-DEC-2015,Raytheon Beechjet 400A,XA-MEX,23-DEC-2015,0,Telluride Ai...,A1
23-DEC-2015,Boeing 737-86J (WL),TC-CPV,23-DEC-2015,0+ 1,Istanbul-Sab...,C2
24-DEC-2015,Airbus A310-308,EP-MNP,24-DEC-2015,0,Istanbul-Ata...,A2
24-DEC-2015,Airbus A310-304F,9Q-CVH,24-DEC-2015,0+ 8,Mbuji-Mayi A...,A2
26-DEC-2015,ATR 72-212A (ATR 72-500),5R-MJE,26-DEC-2015,0,Antananarivo...,A2
30-DEC-2015,Beech 200 Super King Air,N999VB,30-DEC-2015,0,Gary Regiona...,A1
02-JAN-2016,Cessna 208B Grand Caravan,N540ME,02-JAN-2016,0,near Anaktuvuk Pa...,A1
03-JAN-2016,Canadair CRJ-702,N164GJ,03-JAN-2016,0,Chicago-O'Ha...,A2
04-JAN-2016,Beech 200 Super King Air,N275X,04-JAN-2016,0,St. Petersbu...,A1
05-JAN-2016,Basler Turbo 67 (AC-47T),FAC-1658,05-JAN-2016,0,Tres Esquina...,A2
08-JAN-2016,Canadair CRJ-200PF,SE-DUX,08-JAN-2016,2,near Oajevágge,A1
09-JAN-2016,ATR 72-212A (ATR 72-500),PR-PDD,09-JAN-2016,0,Rondonópolis...,A1
10-JAN-2016,Beech B200 Super King Air,N87SA,10-JAN-2016,0,San Juan-Lui...,A2
14-JAN-2016,Airbus A319-112,V5-ANL,14-JAN-2016,0,near Windhoek-Hos...,A2
15-JAN-2016,Cessna 208B Grand Caravan,N104AN,15-JAN-2016,0,Hooper Bay A...,A2
17-JAN-2016,BN-2A-21 Islander,(N90460),17-JAN-2016,0,Corral Viejo,C1
18-JAN-2016,Cessna 525 CitationJet,N711BX,18-JAN-2016,2,"near Cedar Fort, UT",A1
18-JAN-2016,Dassault Falcon 20F-5,N706SB,18-JAN-2016,0,Scottsdale A...,A1
20-JAN-2016,DHC-6 Twin Otter 300,C-GCKB,20-JAN-2016,0,Amundsen-Sco...,A2
21-JAN-2016,Cessna 560XL Citation Excel,C-GCXL,21-JAN-2016,0,Toronto-Pear...,A2
28-JAN-2016,Cessna 208 Caravan I,VH-WTY,28-JAN-2016,0,"Chance Bay, ...",A1
28-JAN-2016,MD-83,EP-ZAB,28-JAN-2016,0,Mashhad Airp...,A1
30-JAN-2016,Rockwell Sabreliner 80,N380CF,30-JAN-2016,0,Querétaro Ai...,A2
02-FEB-2016,Airbus A321-111,SX-BHS,02-FEB-2016,1,near Mogadishu In...,C1
04-FEB-2016,Canadair CRJ-900ER,OY-KFC,04-FEB-2016,0,København-Ka...,O1
04-FEB-2016,Beech B100 King Air,C-GSWG,04-FEB-2016,0,Montreal-St....,A2
06-FEB-2016,Antonov An-2R,RA-40204,06-FEB-2016,3,"Gay, Orenbur...",A1
07-FEB-2016,Cessna 525A CitationJet CJ2,D-ISCO,07-FEB-2016,0,Chambéry Air...,A2
10-FEB-2016,Beech 1900D,4601,10-FEB-2016,5,near Naypyidaw In...,A1
12-FEB-2016,Lockheed L-100-30 Hercules,N401LC,12-FEB-2016,0,"near Iliamna, AK",A2
17-FEB-2016,Boeing 737-7H4 (WL),N784SW,17-FEB-2016,0,Detroit-Metr...,A2
17-FEB-2016,Boeing 737-823 (WL),N925NN,17-FEB-2016,0,Detroit-Metr...,A2
20-FEB-2016,Cessna 525 Citation M2,N214RT,20-FEB-2016,0,Orlando Inte...,O1
23-FEB-2016,Embraer EMB-145MP (ERJ-145MP),N856HK,23-FEB-2016,0,Saint Louis-...,A2
24-FEB-2016,Viking Air DHC-6 Twin Otter 400,9N-AHH,24-FEB-2016,23,"Dana, Myagdi...",A1
26-FEB-2016,IPTN/CASA CN-235M-VIP,M44-07,26-FEB-2016,0,near Kuala Selangor,A1
02-MAR-2016,Beech 99A,N198WA,02-MAR-2016,0,"near Bangor, ME",A2
03-MAR-2016,Cessna 208 Caravan I,3004,03-MAR-2016,0,near Langebaanweg...,A1
03-MAR-2016,Boeing 737-95R,VT-JGD,03-MAR-2016,0,Mumbai-Chhat...,A2
05-MAR-2016,Beech B300 King Air 350,N6351V,05-MAR-2016,0,near Kawrgosk,A2
05-MAR-2016,Boeing 767-34AFER (WL),N305UP,05-MAR-2016,0,Albuquerque ...,A2
07-MAR-2016,Embraer ERJ 190STD (ERJ-190-100),PH-EXB,07-MAR-2016,0,Basel/Mulhou...,I2
07-MAR-2016,Dornier 328-110,HB-AEO,07-MAR-2016,0,Basel/Mulhou...,I2
09-MAR-2016,Antonov An-26B,S2-AGZ,09-MAR-2016,3,near Cox's Bazar ...,A1
13-MAR-2016,BN-2B-20 Islander,VP-ACT,13-MAR-2016,0,Saint-Barthé...,A2
14-MAR-2016,Raytheon Beechjet 400A,N465FL,14-MAR-2016,0,Rome-Richard...,A2
15-MAR-2016,IAI Arava 201,E-206,15-MAR-2016,22,Hacienda la ...,A1
16-MAR-2016,Cessna AC-208B Combat Caravan,YI-119,16-MAR-2016,3,Hawijah,A1
18-MAR-2016,Beech 1900D,AP-BII,18-MAR-2016,0,Karachi-Jinn...,A2
19-MAR-2016,Boeing 737-8KN (WL),A6-FDN,19-MAR-2016,62,Rostov Airpo...,A1
22-MAR-2016,Swearingen SA226-TC Metro II,LV-ZEB,22-MAR-2016,0,Río Grande A...,A1
23-MAR-2016,Avro RJ85,EI-RJG,23-MAR-2016,0,Florence-Per...,A1
25-MAR-2016,Embraer ERJ-190AR (ERJ-190-100 IGW),N273JB,25-MAR-2016,0,Nassau-Lynde...,A2
27-MAR-2016,Fokker 100,UP-F1012,27-MAR-2016,0,Astana Inter...,A1
29-MAR-2016,Airbus A320-232,SU-GCB,29-MAR-2016,0,Larnaca Airp...,H2
29-MAR-2016,Antonov An-26RT,09 blue,29-MAR-2016,0,Rostov Airpo...,A2
01-APR-2016,Cessna 208B Grand Caravan,XA-ULU,01-APR-2016,3,near Durango-Guad...,A1
03-APR-2016,Antonov An-2R,RA-54828,03-APR-2016,0,"near Aksarino, Za...",A2
04-APR-2016,Boeing 737-8GP (WL),PK-LBS,04-APR-2016,0,Jakarta-Hali...,A2
04-APR-2016,ATR 42-600,PK-TNJ,04-APR-2016,0,Jakarta-Hali...,A2
04-APR-2016,Cessna 208B Grand Caravan,PR-CRF,04-APR-2016,0,near Macapá Inter...,A2
06-APR-2016,Raytheon U-125 (Hawker 800),49-3043,06-APR-2016,6,near Kanoya Air Base,A1
06-APR-2016,Bombardier Global 6000,9H-AMZ,06-APR-2016,0,Genève-Coint...,A2
07-APR-2016,Douglas C-47A (DC-3),HK-2663,07-APR-2016,0,near Puerto Gaitá...,A1
09-APR-2016,DHC-6 Twin Otter 100,N122PM,09-APR-2016,0,Fentress Air...,A2
13-APR-2016,PADC/BN-2T Islander,P2-SBC,13-APR-2016,12,near Kiunga Airpo...,A1
14-APR-2016,Antonov An-2,,14-APR-2016,1,"Maryevka, Pe...",A1
20-APR-2016,Beech 1900D,C-FEVA,20-APR-2016,0,Gander Airpo...,A2
21-APR-2016,Beech 300 Super King Air,PT-MCM,21-APR-2016,0,Porto Seguro...,A2
24-APR-2016,Swearingen SA226-AT Merlin IVA,EC-GFK,24-APR-2016,0,Gerona-Costa...,A1
28-APR-2016,Embraer ERJ-190,HC-COX,28-APR-2016,0,Cuenca-Maris...,A1
30-APR-2016,Fokker 50,SE-LEZ,30-APR-2016,0,Catania-Font...,A2
30-APR-2016,Antonov An-26,,30-APR-2016,5,near El Obeid Air...,A1
z8-APR-2016,Canadair CRJ-200ER,N961SW,z8-APR-2016,0,San Francisc...,A2
05-MAY-2016,Convair CV-580 Airtanker,C-FEKF,05-MAY-2016,0,Manning Airp...,A1
06-MAY-2016,Antonov An-2R,N2AN,06-MAY-2016,0,near San Bernardi...,A1
07-MAY-2016,ATR 72-212A (ATR 72-600),VT-JCX,07-MAY-2016,0,Indore-Devi ...,A2
10-MAY-2016,Airbus A321-211,N189UW,10-MAY-2016,0,Phoenix-Sky ...,A2
10-MAY-2016,Beech B100 King Air,N86TR,10-MAY-2016,0,Dexter Munic...,A2
11-MAY-2016,Airbus A320-214,F-GKXJ,11-MAY-2016,0,Paris-Charle...,A2
11-MAY-2016,Boeing 777-328ER,F-GZNT,11-MAY-2016,0,Paris-Charle...,A2
11-MAY-2016,Boeing 737-9GPER (WL),9M-LNK,11-MAY-2016,0,Kota Kinabal...,A2
12-MAY-2016,Cessna 208B Grand Caravan,N1114A,12-MAY-2016,0,near Lodi Airport...,A2
14-MAY-2016,Cessna 208 Caravan I,XB-NLX,14-MAY-2016,0,near Tequesquitengo,A2
18-MAY-2016,Antonov An-12B,4K-AZ25,18-MAY-2016,7,Dwyer Airpor...,A1
19-MAY-2016,Airbus A320-232,SU-GCC,19-MAY-2016,66,near Egyptian coast,C1
23-MAY-2016,Cessna 501 Citation I/SP,N804ST,23-MAY-2016,0,"near Texarkana, AR",A2
27-MAY-2016,Boeing 777-3B5,HL7534,27-MAY-2016,0,Tokyo-Haneda...,A2
28-MAY-2016,Airbus A320-214,EC-JGM,28-MAY-2016,0,Manchester A...,A2
03-JUN-2016,Cessna 208B Grand Caravan,5Y-JLL,03-JUN-2016,0,Akobo Airport,A2
04-JUN-2016,Cessna 208B Grand Caravan EX,PK-ICC,04-JUN-2016,0,Ilaga Airpor...,A2
04-JUN-2016,Antonov An-30A-100,TN-AHP,04-JUN-2016,0,Yambio Airport,A2
05-JUN-2016,BAe-125-800B,RA-02773,05-JUN-2016,0,near Neryungri Ai...,A1
