Date,Type,Registration,Operator,Fatalities,Location,Cat
10-DEC-2013,Gulfstream G550,HZ-A6,10-DEC-2013,0,London-Stans...,A2
10-DEC-2013,Fokker F-27 Friendship 400M,FAB-90,10-DEC-2013,0,Guayaramerín...,A2
11-DEC-2013,Cessna 208B Grand Caravan,N687MA,11-DEC-2013,1,near Kalaupapa Ai...,A1
13-DEC-2013,Boeing 757-2B7 (WL),N202UW,13-DEC-2013,0,Amsterdam-Sc...,A2
13-DEC-2013,Boeing 737-8K2 (WL),PH-BXZ,13-DEC-2013,0,Amsterdam-Sc...,A2
17-DEC-2013,Raytheon 390 Premier I,N50PM,17-DEC-2013,2,near Atlanta-Fult...,A1
19-DEC-2013,Boeing 737-58E,ST-NVG,19-DEC-2013,0,Juba Airport...,A2
22-DEC-2013,Boeing 747-436,G-BNLL,22-DEC-2013,0,Johannesburg...,A1
23-DEC-2013,Learjet 45,N845SC,23-DEC-2013,0,Bangor Inter...,A1
24-DEC-2013,Airbus A330-343X,G-VNYC,24-DEC-2013,0,Saint Lucia-...,A2
26-DEC-2013,Antonov An-12,12162,26-DEC-2013,9,near Irkutsk-2 Ai...,A1
31-DEC-2013,Cessna 525A CitationJet CJ2+,N380CR,31-DEC-2013,0,"near Coventry, Wa...",A2
??-???-2013,Raytheon Hawker 800XP,OY-JJA,??-???-2013,0,Thisted Airp...,A1
03-JAN-2014,Boeing 737-8H4 (WL),N8327A,03-JAN-2014,0.0,Las Vegas-Mc...,A2
05-JAN-2014,Boeing 767-3W0ER,HS-BKE,05-JAN-2014,0.0,Madinah-Moha...,A2
05-JAN-2014,Canadair Challenger 601-3R,N115WF,05-JAN-2014,1.0,Aspen-Pitkin...,A1
05-JAN-2014,Airbus A320-231,VT-ESH,05-JAN-2014,0.0,Jaipur Inter...,A1
07-JAN-2014,Fokker 50,C5-SSA,07-JAN-2014,0.0,Aweil Airport,A2
08-JAN-2014,Saab 340A,C-FPAI,08-JAN-2014,0.0,Stephenville...,A1
10-JAN-2014,Beech 300 King Air (MARSS),N195AE,10-JAN-2014,3.0,Eastern Afgh...,A1
12-JAN-2014,Cessna 501 Citation I/SP,N452TS,12-JAN-2014,4.0,near Trier-Föhren...,A1
14-JAN-2014,Gulfstream G200,N720QS,14-JAN-2014,0.0,"near Savannah, GA",A2
18-JAN-2014,DC-9-33RC,XA-UQM,18-JAN-2014,0.0,Saltillo-Pla...,A1
18-JAN-2014,Cessna 208B Grand Caravan,8R-GHS,18-JAN-2014,2.0,near Olive Creek,A1
20-JAN-2014,BN-2A-27 Islander,YR-BNP,20-JAN-2014,2.0,"near Petreasa, Alba",A1
20-JAN-2014,Antonov An-28,UP-A2805,20-JAN-2014,0.0,near Addis Ababa-...,A1
22-JAN-2014,Cessna 500 Citation I,OY-JAI,22-JAN-2014,0.0,near Roskilde Air...,A2
22-JAN-2014,Antonov An-24RV,RA-46473,22-JAN-2014,0.0,Moskva-Domod...,A1
26-JAN-2014,Boeing 737-3B7 (SF),ZK-TLC,26-JAN-2014,0.0,Honiara-Hend...,A1
28-JAN-2014,Saab 2000,HB-IZG,28-JAN-2014,0.0,Paris-Charle...,A1
29-JAN-2014,DHC-8-202Q Dash 8,OY-GRI,29-JAN-2014,0.0,Ilulissat Ai...,A1
31-JAN-2014,MD-88,N921DL,31-JAN-2014,0.0,Atlanta-Will...,A2
01-FEB-2014,Boeing 737-9GPER (WL),PK-LFH,01-FEB-2014,0.0,Surabaya-Jua...,A2
02-FEB-2014,Airbus A320-231,EY-623,02-FEB-2014,0.0,Kulob Airpor...,A2
03-FEB-2014,Cessna 525 CitationJet,N61YP,03-FEB-2014,0.0,Elk City-Reg...,A1
04-FEB-2014,Xian MA60,B-3455,04-FEB-2014,0.0,Zhengzhou-Xi...,A2
06-FEB-2014,Viking Air DHC-6 Twin Otter 400,RA-67282,06-FEB-2014,0.0,Anadyr Airpo...,A2
07-FEB-2014,Boeing 737-86J (WL),TC-CCP,07-FEB-2014,0.0,Istanbul-Sab...,H2
10-FEB-2014,Cessna 208B Grand Caravan,ZS-EPZ,10-FEB-2014,0.0,Mala Mala Ai...,A2
11-FEB-2014,Lockheed C-130H-30 Hercules,7T-WHM,11-FEB-2014,76.0,near Aïn Kercha,A1
12-FEB-2014,BAe-125-700B,RA-02801,12-FEB-2014,0.0,Moskva-Vnuko...,A1
12-FEB-2014,ATR 42-300,EI-BYO,12-FEB-2014,0.0,Shannon Airp...,O1
14-FEB-2014,Hawker Siddeley HS-125-F400A,VP-BKK,14-FEB-2014,0.0,Bournemouth ...,O1
15-FEB-2014,Lockheed P-3C Orion,159329,15-FEB-2014,0.0,Atsugi NAS (...,O1
15-FEB-2014,Lockheed P-3C Orion,159503,15-FEB-2014,0.0,Atsugi NAS (...,O1
15-FEB-2014,Lockheed P-3C Orion,161338,15-FEB-2014,0.0,Atsugi NAS (...,O1
15-FEB-2014,Cessna 501 Citation I/SP,C-GKPC,15-FEB-2014,0.0,Stella Maris...,A1
15-FEB-2014,Lockheed P-3C Orion,160283,15-FEB-2014,0.0,Atsugi NAS (...,O1
15-FEB-2014,Lockheed OP-3C Orion,9133,15-FEB-2014,0.0,Atsugi NAS (...,O1
15-FEB-2014,Lockheed P-3C Orion,5026,15-FEB-2014,0.0,Atsugi NAS (...,O1
15-FEB-2014,Lockheed P-3C Orion,5049,15-FEB-2014,0.0,Atsugi NAS (...,O1
16-FEB-2014,DHC-6 Twin Otter 300,9N-ABB,16-FEB-2014,18.0,near Sandhikhark,A1
17-FEB-2014,Boeing 767-3BGER,ET-AMF,17-FEB-2014,0.0,Genève-Coint...,H2
17-FEB-2014,BAe BAe-748-371 Srs. 2B LFD,5Y-HAJ,17-FEB-2014,1.0,Rubkona Airport,A1
17-FEB-2014,Boeing 737-8K2 (WL),G-GDFC,17-FEB-2014,0.0,Funchal Airp...,A2
19-FEB-2014,Beech B100 King Air,N811BL,19-FEB-2014,1.0,near Pearland Reg...,A1
20-FEB-2014,ATR 72-212A (ATR 72-600),VH-FVR,20-FEB-2014,0.0,"near Sydney, NSW",A2
21-FEB-2014,Antonov An-26,5A-DOW,21-FEB-2014,11.0,near Grombalia,A1
22-FEB-2014,Boeing 737-86N (WL),OK-TVT,22-FEB-2014,0.0,Terceira-Laj...,A2
25-FEB-2014,Embraer EMB-120RT Brasilia,D2-FFZ,25-FEB-2014,0.0,near Lukapa Airpo...,A2
27-FEB-2014,Boeing 737-36Q (WL),C-GICN,27-FEB-2014,0.0,Winnipeg-Jam...,A2
02-MAR-2014,Antonov An-26,1177,02-MAR-2014,0.0,near Hadhramaut,A2
03-MAR-2014,Dassault Falcon 20E,EP-FIC,03-MAR-2014,4.0,near Kish Island ...,A1
06-MAR-2014,Bombardier Global 6000,EC-LTF,06-MAR-2014,0.0,Glasgow-Pres...,A2
08-MAR-2014,Boeing 777-2H6ER,9M-MRO,08-MAR-2014,239.0,within Indian Ocean,A1
09-MAR-2014,ATR 42-300,C-FJYV,09-MAR-2014,0.0,Churchill Ai...,A1
12-MAR-2014,Cessna 208B Grand Caravan,,12-MAR-2014,0.0,Pogapa Airstrip,A2
13-MAR-2014,Airbus A320-214,N113UW,13-MAR-2014,0.0,Philadelphia...,A2
16-MAR-2014,Cessna 500 Citation I,N125DS,16-MAR-2014,0.0,Zephyrhills ...,A2
26-MAR-2014,ATR 72-212A (ATR 72-600),9M-LMH,26-MAR-2014,0.0,near Kuala Lumpur...,A1
27-MAR-2014,Beech B200 King Air,VT-HRA,27-MAR-2014,0.0,Chandigarh A...,A1
28-MAR-2014,Lockheed C-130J-30 Super Hercules,KC-3803,28-MAR-2014,5.0,Karauli dist...,A1
28-MAR-2014,Fokker 100,PR-OAF,28-MAR-2014,0.0,Brasília-Jus...,A1
01-APR-2014,Airbus A321-231,D-AISQ,01-APR-2014,0.0,München-Fran...,H2
08-APR-2014,Cessna 208B Grand Caravan,N126AR,08-APR-2014,2.0,"near Bethel, AK",A1
10-APR-2014,Learjet 25D,PT-OHD,10-APR-2014,0.0,within Venezuela,O1
14-APR-2014,Airbus A320-232,XY-AGT,14-APR-2014,0.0,Yangon-Minga...,A1
14-APR-2014,Airbus A319-112,XY-AGR,14-APR-2014,0.0,Yangon-Minga...,A2
19-APR-2014,BAe-125-700A,XA-UKR,19-APR-2014,8.0,near Saltillo-Pla...,A1
19-APR-2014,Embraer ERJ-190,F-HBLF,19-APR-2014,0.0,Paris-Charle...,A2
20-APR-2014,Fokker 50,5Y-VVJ,20-APR-2014,0.0,Guri'el Airs...,A1
23-APR-2014,PADC/BN-2T Islander,P2-SBC,23-APR-2014,0.0,Kikori Airpo...,A2
25-APR-2014,Antonov An-2,UR-ABAB,25-APR-2014,0.0,Kramatorsk A...,C1
29-APR-2014,Boeing 737-476 (SF),EI-STD,29-APR-2014,0.0,East Midland...,A1
29-APR-2014,DHC-8-402Q Dash 8,5N-BPT,29-APR-2014,0.0,Lagos-Murtal...,A2
08-MAY-2014,Boeing 737-4Y0,YA-PIB,08-MAY-2014,0.0,Kabul Airpor...,A1
08-MAY-2014,Douglas DC-3C,HK-4700,08-MAY-2014,5.0,near San Vicente ...,A1
09-MAY-2014,Antonov An-2T,RF-00446,09-MAY-2014,0.0,"Terbuny, Lip...",A1
09-MAY-2014,Cessna 525C Citation CJ4,N718MV,09-MAY-2014,0.0,Columbus-Ric...,A2
10-MAY-2014,Fokker 100,EP-ASZ,10-MAY-2014,0.0,Zahedan Airp...,A1
10-MAY-2014,Fokker 100,5N-SIK,10-MAY-2014,0.0,Ganla,A1
12-MAY-2014,Harbin Yunshuji Y-12 II,KAF124,12-MAY-2014,1.0,El Wak,A1
17-MAY-2014,Antonov An-74TK-300,RDPL-34020,17-MAY-2014,16.0,near Xieng Khouan...,A1
19-MAY-2014,Beech 200 Super King Air,,19-MAY-2014,0.0,southern Apu...,C1
22-MAY-2014,Cessna 525 CitationJet CJ1,N203BG,22-MAY-2014,0.0,Mount Airy/S...,A2
26-MAY-2014,Yakovlev Yak-40,UR-MMK,26-MAY-2014,0.0,Donetsk Airp...,C1
27-MAY-2014,Beech B200 Super King Air,LV-CNT,27-MAY-2014,5.0,near Carmelo/Zaga...,A1
27-MAY-2014,Antonov An-74T-200,15-2254,27-MAY-2014,0.0,Yazd Airport...,A1
28-MAY-2014,Embraer EMB-140 (ERJ-135KL),N299SK,28-MAY-2014,0.0,Traverse Cit...,A2
28-MAY-2014,Beech 300 Super King Air,,28-MAY-2014,0.0,"near Bruzual, Apure",O1
30-MAY-2014,DHC-3T Texas Turbine Otter,N3125N,30-MAY-2014,0.0,"near Homer, AK",A2
30-MAY-2014,Hawker Siddeley HS-748,C-FFFS,30-MAY-2014,0.0,Pickle Lake ...,A2
31-MAY-2014,Gulfstream G-IV,N121JM,31-MAY-2014,7.0,Bedford-Hans...,A1
02-JUN-2014,Beech B200 King Air,PNC-0225,02-JUN-2014,0.0,near Bahía Solano...,A1
02-JUN-2014,Swearingen SA226-AT Merlin IV,N120SC,02-JUN-2014,0.0,Dayton-Mark ...,A2
03-JUN-2014,Ilyushin Il-96-300,RA-96010,03-JUN-2014,0.0,Moskva-Shere...,O1
06-JUN-2014,Antonov An-30B,80 yellow,06-JUN-2014,5.0,near Drobyshevo,C1
06-JUN-2014,BAe-125-700A,N770PJ ?,06-JUN-2014,,Apure,C1
07-JUN-2014,Antonov An-2,RF-02883,07-JUN-2014,1.0,"near Rybinsk, Yar...",A1
08-JUN-2014,Antonov An-2T,SP-FDZ,08-JUN-2014,0.0,near Olsztyn/Dajt...,A1
08-JUN-2014,Boeing 737-33A,AP-BLF,08-JUN-2014,0.0,Karachi-Jinn...,C1
11-JUN-2014,ATR 72-212A (ATR 72-600),PK-WGK,11-JUN-2014,0.0,Surabaya-Jua...,A2
13-JUN-2014,Cessna 525 CitationJet CJ1,PP-PIM,13-JUN-2014,0.0,Aruanã Airpo...,A1
13-JUN-2014,Airbus A310-304,EP-MNX,13-JUN-2014,0,Tehran-Imam ...,O2
14-JUN-2014,Ilyushin Il-76MD,76777,14-JUN-2014,49,near Lugansk Airp...,C1
15-JUN-2014,Lockheed SP-2H Neptune,N4692A,15-JUN-2014,0,Fresno Yosem...,A1
17-JUN-2014,Cessna 208 Caravan I,3006,17-JUN-2014,3,"near Lydenburg, M...",A1
18-JUN-2014,IAI 1124A Westwind II,N793BG,18-JUN-2014,3,Huntsville I...,A1
19-JUN-2014,Cessna 208B Grand Caravan,N208SM,19-JUN-2014,0,"near Egegik, AK",A2
20-JUN-2014,Boeing 767-36NER,N768NA,20-JUN-2014,0,Kabul Airpor...,A2
23-JUN-2014,Learjet 35A,D-CGFI,23-JUN-2014,2,near Olsberg-Elpe,A1
24-JUN-2014,Airbus A310-324ET,AP-BGN,24-JUN-2014,1,near Peshawar-Bac...,C2
27-JUN-2014,Beech A200 Super King Air,9Q-CAJ,27-JUN-2014,0,Bukavu-Kavum...,A2
28-JUN-2014,Boeing 737-8AS (WL),EI-DLJ,28-JUN-2014,0,London-Stans...,A2
28-JUN-2014,Boeing 737-8AS (WL),EI-ENL,28-JUN-2014,0,London-Stans...,A2
29-JUN-2014,Airbus A330-223F,9M-MUC,29-JUN-2014,0,Astana Inter...,A2
02-JUL-2014,Fokker 50,5Y-CET,02-JUL-2014,4,near Nairobi-Jomo...,A1
04-JUL-2014,Airbus A320-232,LZ-MDB,04-JUL-2014,0,Leipzig Airp...,A2
06-JUL-2014,BN-2A Islander,9Q-CYA,06-JUL-2014,0,near Chirundu,A1
06-JUL-2014,BN-2A-26 Islander,8R-GGY,06-JUL-2014,0,Monkey Mount...,A1
07-JUL-2014,BAe-125-800B,RA-02806,07-JUL-2014,0,Moskva-Vnuko...,A1
10-JUL-2014,ATR 72-212A (ATR 72-500),5H-PWA,10-JUL-2014,0,Kilimanjaro ...,A2
14-JUL-2014,Antonov An-26,19 blue,14-JUL-2014,2,near Izvaryne,C1
14-JUL-2014,DHC-8-315Q Dash 8,9H-AEY,14-JUL-2014,0,Tripoli Inte...,C1
15-JUL-2014,Airbus A330-202,5A-LAS,15-JUL-2014,0,Tripoli Inte...,C1
16-JUL-2014,Ilyushin Il-76T,5A-DNG,16-JUL-2014,0,Tripoli Inte...,C1
16-JUL-2014,Canadair CRJ-200ER,N845AS,16-JUL-2014,0,Atlanta-Will...,A1
17-JUL-2014,Boeing 777-2H6ER,9M-MRD,17-JUL-2014,298,Hrabove,C1
17-JUL-2014,Antonov An-2T,UR-BNK,17-JUL-2014,0,Tarasovka Ai...,C1
20-JUL-2014,Bombardier CRJ-900ER,5A-LAL,20-JUL-2014,0,Tripoli Inte...,C1
20-JUL-2014,Airbus A330-202,5A-ONF,20-JUL-2014,0,Tripoli Inte...,C1
20-JUL-2014,ATR 72-212,S2-AFN,20-JUL-2014,0,Cox's Bazar ...,A1
22-JUL-2014,Lockheed C-130J Super Hercules,MM62190,22-JUL-2014,0,Herat Airpor...,A1
22-JUL-2014,Embraer EMB-110P1 Bandeirante,CX-MAS,22-JUL-2014,0,Montevideo-C...,A2
23-JUL-2014,ATR 72-212A (ATR 72-500),B-22810,23-JUL-2014,48,near Magong Airpo...,A1
24-JUL-2014,DC-9-83 (MD-83),EC-LTV,24-JUL-2014,116,near Gossi,A1
25-JUL-2014,DHC-6 Twin Otter 300,N190GC,25-JUL-2014,0,Boulder City...,A2
27-JUL-2014,Ilyushin Il-76M,5A-DZZ,27-JUL-2014,0,Tripoli Inte...,C1
27-JUL-2014,Airbus A320-214,5A-LAI,27-JUL-2014,0,Tripoli Inte...,C1
27-JUL-2014,Ilyushin Il-76T,5A-DNJ,27-JUL-2014,0,Tripoli Inte...,C1
28-JUL-2014,Embraer EMB-110P1 Bandeirante,PT-TAW,28-JUL-2014,0,near Foz do Iguaç...,A1
29-JUL-2014,Boeing 737-8AS (WL),EI-EFB,29-JUL-2014,0,London-Stans...,A2
29-JUL-2014,Boeing 757-222,N553UA,29-JUL-2014,0,San Diego In...,A1
06-AUG-2014,Antonov An-2R,RA-17890,06-AUG-2014,0,"near Prototskiye,...",A1
09-AUG-2014,Canadair CRJ-900ER,N943LR,09-AUG-2014,0,San Antonio ...,A2
10-AUG-2014,HESA IrAn-140-100,EP-GPA,10-AUG-2014,40,near Tehran-Mehra...,A1
10-AUG-2014,DHC-8-102,N815EX,10-AUG-2014,0,near Harrisburg I...,A2
13-AUG-2014,Cessna 560XLS+ Citation XLS+,PR-AFA,13-AUG-2014,7,"Santos, SP",A1
15-AUG-2014,BAe 3102 Jetstream 31,G-GAVA,15-AUG-2014,0,Doncaster/Sh...,A1
20-AUG-2014,Cessna 208B Grand Caravan,N4698B,20-AUG-2014,0,Raleigh/Durh...,O2
23-AUG-2014,Let L-410UVP,9Q-CXB,23-AUG-2014,4,Mulume Munene,A1
26-AUG-2014,Cessna 208B Grand Caravan,EJC-1137,26-AUG-2014,0,"near Mercaderes, ...",A2
29-AUG-2014,Beech 200 Super King Air,N70AJ,29-AUG-2014,0,"Ibans, Mosqu...",A1
30-AUG-2014,Antonov An-12BK,UR-DWF,30-AUG-2014,7,near Tamanrasset ...,A1
31-AUG-2014,Fokker F-27 Friendship 500,5Y-SXP,31-AUG-2014,3,near Kogatende,A1
??-AUG-2014,Antonov An-2R,UR-33590,??-AUG-2014,0,Lugansk Airp...,C1
06-SEP-2014,Fokker 50,5Y-BYE,06-SEP-2014,0,Mogadishu In...,A2
09-SEP-2014,Cessna 208B Grand Caravan,PK-RSC,09-SEP-2014,0,Mulia Airpor...,A2
09-SEP-2014,Beech 200C Super King Air,F-GRSO,09-SEP-2014,0,Nouméa-La To...,A1
12-SEP-2014,Cessna 500 Citation I,N18FM,12-SEP-2014,0,Athens Munic...,O1
12-SEP-2014,Embraer EMB-145XR,N16147,12-SEP-2014,0,Chicago-O'Ha...,A2
14-SEP-2014,Beech 300LW Super King Air,LV-WLT,14-SEP-2014,2,"Nordelta, BA",A1
15-SEP-2014,Boeing 757-223 (WL),N654A,15-SEP-2014,0,Miami Intern...,A1
17-SEP-2014,Dornier Do-128-G92 Turbo Skyservant,,17-SEP-2014,0,near Varrelbusch ...,A2
19-SEP-2014,Embraer Phenom 300,N322QS,19-SEP-2014,0,Conroe-Lone ...,A2
20-SEP-2014,DHC-6 Twin Otter 300,P2-KSF,20-SEP-2014,4,near Port Moresby...,A1
20-SEP-2014,Antonov An-32RE,K2757,20-SEP-2014,0,Chandigarh A...,A1
21-SEP-2014,Lockheed C-130H Hercules,SU-BAT/1287,21-SEP-2014,6,"Kom Ashwin, ...",A1
24-SEP-2014,Antonov An-2,RA-02322,24-SEP-2014,0,Shoyna Airport,A2
26-SEP-2014,Beech A100 King Air,C-FEYT,26-SEP-2014,0,Timmins Airp...,A1
28-SEP-2014,DHC-6 Twin Otter 300,C-GKSN,28-SEP-2014,0,La Tabatière...,A2
28-SEP-2014,PADC/BN-2A-26 Islander,N906GD,28-SEP-2014,0,Ceiba-Jose A...,A2
01-OCT-2014,Embraer ERJ-190,PH-EZV,01-OCT-2014,0,Amsterdam-Sc...,A2
05-OCT-2014,Embraer EMB-145LR (ERJ-145LR),N572RP,05-OCT-2014,0,New York-Joh...,A2
05-OCT-2014,Airbus A340-212,JY-AID,05-OCT-2014,0,New York-Joh...,A2
07-OCT-2014,Boeing 737-8AS (WL),EI-EMH,07-OCT-2014,0,Dublin Airpo...,A2
07-OCT-2014,Boeing 737-8AS (WL),EI-EKK,07-OCT-2014,0,Dublin Airpo...,A2
12-OCT-2014,BAe 3101 Jetstream 31,HI816,12-OCT-2014,0,Punta Cana I...,A1
13-OCT-2014,Cessna 525A CitationJet CJ2,OE-FLP,13-OCT-2014,0,Milano-Linat...,A1
16-OCT-2014,Dassault Falcon 50,UR-CCC,16-OCT-2014,0,Donetsk Airp...,C1
16-OCT-2014,Beech 200 Super King Air,YVO107,16-OCT-2014,0,Los Roques A...,A2
16-OCT-2014,Boeing 737-330 (SF),N301KH,16-OCT-2014,0,Lanai Airpor...,A2
19-OCT-2014,Grumman American G-1159 Gulfstream,XB-NKS,19-OCT-2014,,near Calabozo,C1
20-OCT-2014,Dassault Falcon 50EX,F-GLSA,20-OCT-2014,4,Moskva-Vnuko...,A1
20-OCT-2014,Dornier 328-110,D-CPWF,20-OCT-2014,0,Braunschweig...,A2
22-OCT-2014,Boeing 757-232 (WL),N67171,22-OCT-2014,0,Minneapolis-...,A2
22-OCT-2014,Embraer ERJ-175,N622CZ,22-OCT-2014,0,Minneapolis-...,A2
24-OCT-2014,Cessna F406 Caravan II,F-ZBEP,24-OCT-2014,0,Lorient-Lann...,A2
24-OCT-2014,Cessna 208 Caravan I,XA-WET,24-OCT-2014,0,Laguna de Tr...,A1
25-OCT-2014,Let L-410UVP,9Q-COT,25-OCT-2014,0,near Shabunda Air...,A1
25-OCT-2014,Learjet 35A,D-CFAX,25-OCT-2014,0,Tamanrasset-...,A1
28-OCT-2014,Beech B100 King Air,N702TD,28-OCT-2014,0,Toussus-le-N...,A2
29-OCT-2014,Shorts 360-200,N380MQ,29-OCT-2014,2,near Sint Maarten...,A1
30-OCT-2014,Beech B200 King Air,N52SZ,30-OCT-2014,1+ 3,Wichita-Mid-...,A1
01-NOV-2014,DH-114 Heron,N82D,01-NOV-2014,0,Santa Cruz-V...,A2
03-NOV-2014,Beech 200 Super King Air,XB-LRI,03-NOV-2014,,"near Elorza, Apur...",C1
06-NOV-2014,DHC-8-402Q Dash 8,C-GGBF,06-NOV-2014,0,Edmonton Int...,A2
06-NOV-2014,Boeing 737-86J (WL),VT-SGK,06-NOV-2014,0,Surat Gujara...,A2
07-NOV-2014,Boeing 737-4Y0,YA-PIE,07-NOV-2014,0,Kabul Airpor...,A1
09-NOV-2014,Learjet 35A,N17UF,09-NOV-2014,9,near Freeport-Gra...,A1
14-NOV-2014,BAe BAe-748-399 Srs. 2B LFD,5Y-BVQ,14-NOV-2014,2,Panyagor Air...,A1
20-NOV-2014,Cessna 208B Grand Caravan,C-FKAY,20-NOV-2014,0,"near Yellowknife, NT",A2
21-NOV-2014,Embraer Phenom 100,N584JS,21-NOV-2014,0,Houston-Suga...,A1
24-NOV-2014,Gulfstream Aerospace G-1159A Gulfst,N103CD,24-NOV-2014,0,London-Biggi...,A1
24-NOV-2014,Boeing 737-883,LN-RRS,24-NOV-2014,0,Stavanger-So...,A2
25-NOV-2014,Beech B300 King Air 350,RA-02778,25-NOV-2014,0,Samara-Kurum...,A2
27-NOV-2014,Lockheed C-130M Hercules,2470,27-NOV-2014,0,Teniente Rod...,A2
01-DEC-2014,Lockheed C-130H Hercules,88-4404,01-DEC-2014,0,"near Mackall AAF, NC",A1
01-DEC-2014,Alenia C-27J Spartan,10-27030,01-DEC-2014,0,"near Mackall AAF, NC",A2
04-DEC-2014,Cessna 208B Grand Caravan,V3-HHU,04-DEC-2014,0,Belize City ...,A1
04-DEC-2014,ATR 72-202,D-ANFE,04-DEC-2014,0,Zürich-Klote...,A2
07-DEC-2014,Beech B99,VQ-THL,07-DEC-2014,0,Providencial...,A2
08-DEC-2014,Embraer Phenom 100,N100EQ,08-DEC-2014,3+ 3,near Gaithersburg...,A1
09-DEC-2014,Rockwell Sabreliner 60ELXM,XB-KLQ,09-DEC-2014,,within Venezuela,C1
12-DEC-2014,Antonov An-32B,SCM-864,12-DEC-2014,5,Hokandara,A1
12-DEC-2014,Antonov An-26B,UP-AN608,12-DEC-2014,0,Obo-Mission ...,A1
12-DEC-2014,Boeing 737-76N (WL),N7710A,12-DEC-2014,0,Baltimore/Wa...,A2
13-DEC-2014,Cessna 208B Grand Caravan,N208B,13-DEC-2014,0,Brittas Hous...,A2
18-DEC-2014,Learjet 25D,N265TW,18-DEC-2014,2,near Champotón,A1
21-DEC-2014,Dornier 228-212,B-55565,21-DEC-2014,0,Taitung Airp...,A2
22-DEC-2014,DHC-6 Twin Otter 300,XA-UOA,22-DEC-2014,0,Tequesquiten...,A2
28-DEC-2014,Airbus A320-216,PK-AXC,28-DEC-2014,162,Karimata Strait,A1
28-DEC-2014,BN-2A-26 Islander,8R-GHE,28-DEC-2014,2,within Guyana,A1
28-DEC-2014,Antonov An-26,4L-AFS,28-DEC-2014,6,near Uvira,A1
30-DEC-2014,Boeing 737-4H6,AP-BJN,30-DEC-2014,0,Lahore-Allam...,A1
30-DEC-2014,Cessna 208B Grand Caravan,N950FE,30-DEC-2014,0,Roswell Inte...,A2
??-???-2014,Antonov An-2R,UR-33587,??-???-2014,0,Lugansk Airp...,O1
??-???-2014,Learjet 60XR,XA-JWM,??-???-2014,0,Fort Lauderd...,O1
02-JAN-2015,Saab 340B,G-LGNL,02-JAN-2015,0,Stornoway Ai...,A1
03-JAN-2015,Antonov An-26B-100,RA-26082,03-JAN-2015,0,Magadan-Soko...,A1
04-JAN-2015,Fokker 50,5Y-SIB,04-JAN-2015,0,Nairobi-Jomo...,A1
08-JAN-2015,Bombardier Challenger 300,PR-YOU,08-JAN-2015,0,São Paulo-Co...,O1
09-JAN-2015,Cessna 208B Grand Caravan,8R-GAB,09-JAN-2015,0,Matthews Rid...,A2
10-JAN-2015,Boeing 737-43Q (SF),ET-AQV,10-JAN-2015,0,Accra-Kotoka...,A1
11-JAN-2015,DHC-6 Twin Otter 300,PK-YRU,11-JAN-2015,0,Enarotali Ai...,A2
12-JAN-2015,Dornier 328-110,D-CIRD,12-JAN-2015,0,Hamburg-Fuhl...,O1
15-JAN-2015,BAe ATP-F (LFD),G-BTPC,15-JAN-2015,0,Coventry-Bag...,A2
16-JAN-2015,BN-2A-8 Islander,YV2238,16-JAN-2015,0,Los Roques A...,A1
17-JAN-2015,Bombardier Global 5000,RP-C9363,17-JAN-2015,0,Tacloban Air...,A1
18-JAN-2015,Antonov An-26,YK-AND,18-JAN-2015,30,near Abu adh Dhuh...,A1
20-JAN-2015,Antonov An-2P,UP-A0314,20-JAN-2015,6,near Shatyrkul Mine,A1
20-JAN-2015,BN-2T Islander,ZS-NAT,20-JAN-2015,0,Dawlatabad d...,A2
20-JAN-2015,Fokker 100,HB-JVE,20-JAN-2015,0,Nürnberg Air...,A2
26-JAN-2015,Boeing 737-8KN (WL),A6-FEK,26-JAN-2015,0,near Baghdad Inte...,C2
29-JAN-2015,Canadair Challenger 601,N214FW,29-JAN-2015,3,near Boca Druif,C1
30-JAN-2015,Ilyushin Il-76T,5A-DNK,30-JAN-2015,0,Tripoli-Miti...,C1
02-FEB-2015,BAe 4100 Jetstream 41,SX-DIA,02-FEB-2015,0,Rhodes/Parad...,A1
04-FEB-2015,ATR 72-212A (ATR 72-600),B-22816,04-FEB-2015,43,near Taipei-Songs...,A1
09-FEB-2015,DHC-6 Twin Otter 200,N30EA,09-FEB-2015,0,Sebastian Mu...,A2
09-FEB-2015,DHC-6 Twin Otter 200,N70EA,09-FEB-2015,0,Sebastian Mu...,A2
11-FEB-2015,Beech 1900C,YV1674,11-FEB-2015,4,near Miami Execut...,A1
14-FEB-2015,Antonov An-32B,T-256,14-FEB-2015,0,Malange Airp...,A1
14-FEB-2015,Antonov An-26B-100,FA312,14-FEB-2015,0,near Quelimane Ai...,A1
18-FEB-2015,Antonov An-26B,EW-246TG,18-FEB-2015,0,Kiev-Borispo...,O2
18-FEB-2015,Yakovlev Yak-40,UR-MIG,18-FEB-2015,0,Kiev-Borispo...,O1
18-FEB-2015,Airbus A300B4-605R(F),A6-JIM,18-FEB-2015,0,Sharjah Airp...,A2
18-FEB-2015,Tupolev Tu-154B-2,RA-85587,18-FEB-2015,0,Samara Airpo...,O1
23-FEB-2015,BAe-146-200,G-RAJJ,23-FEB-2015,0,Guernsey Air...,A2
24-FEB-2015,DHC-8-102,C-GTAI,24-FEB-2015,0,Sault Ste. M...,A2
